customer_id,fraud_amount
925,261951.375
1921,174799.0925
1589,53904.17188
261,120293.6992
1257,192666.4063
1898,313898.0414
1234,134911.875
687,345161.072
1566,31970.11975
238,40626.5293
355,387358.625
570,312005.7813
902,18080.11914
1374,138070.2358
46,634089.4619
1472,89039.21021
378,265604.4688
215,528032.5537
1042,210860.9922
710,139045.7168
547,146365.4238
1875,99754.85156
1543,55983.42065
879,82988.81006
1188,616870.3496
1729,237414.3984
401,94130.93262
733,45397.42041
192,14269.09961
856,60926.10156
524,23913.48047
69,5220.580017
1065,1012557.61
1094,44879.79907
1420,582173.4556
1758,556777.5664
756,210923.2993
92,45178.95117
501,214786.9844
1658,185909.2266
1781,69102.56836
779,216894.625
1443,354939.8438
971,376980.7325
138,509662.0156
1712,64846.26172
802,2066.169922
1048,1728.550049
407,583414.5834
1735,1443256.813
1489,249642.4063
1071,508793.7246
284,153257.4531
948,64892.01953
1002,227900.814
1251,82787.53906
919,114086.3691
1263,382390.9824
1512,470077.9219
1595,21964.38086
670,346552.1563
361,144207.5137
232,257052.7871
1689,154424.7559
1904,391651.4453
564,206167.2969
1297,212.5299988
965,493458.8838
278,173161.9941
610,283340.0537
1938,84858.85156
1606,54498.25
1950,230983.5313
315,187524.3789
1503,46851.49115
175,280701.7363
1752,146340.3359
762,70273.26953
418,2419.01001
1011,11424.24023
1111,276775.9453
1105,108451.0021
324,290509.7617
1652,240905.6094
1990,81208.81628
1449,234566.3359
816,15560
470,217642.8062
221,333496.4219
1798,177894.2813
1549,3207.320068
716,57187.96094
1303,33527.21094
862,485797.1543
1944,184968.1328
1157,22627.21094
1403,73488.45898
616,241794.9004
75,1263.650024
1698,516888.9375
1340,251941.2036
1838,35193.5791
1506,19069.77979
344,62356.10938
1695,75521.52905
699,383562.1455
865,161833.9863
201,130057.0815
1197,245337.1294
1861,131385.2266
1363,25991.75977
1718,144507.8535
1555,173921.875
1457,61292.87842
722,497156.2109
464,197890.4648
1887,9583.700195
793,385156.3066
1128,155801.6016
487,60950.41956
1532,179068.4087
1483,335555.186
438,115602.5469
673,451011.7969
507,363467.7422
1171,125157.1289
1930,427739.4609
181,23186.41064
679,4775.410156
158,67204.38281
607,116939.5781
1148,458810.8354
656,76962.19116
1271,123118.4144
1320,275550.4688
822,302173.8672
773,187429.6719
1812,195698.2813
630,135445.5068
799,70957.10938
1291,18479.15039
556,265586.125
1463,6598.569824
1389,118159.5625
481,371227.1797
1440,73572.28662
530,1784.569946
1832,336908.3379
836,330913.166
1583,155540
848,239846.0791
587,67654.16895
1761,58570.76172
1867,569527.2026
1228,98045.97803
1191,178828.7559
1240,69198.88281
742,325961.9959
730,90422.13281
195,230321.0078
693,19857.00977
1383,260784.7109
387,193911.0508
550,421450.89
636,246344.4531
301,185387.7656
1632,26068.57031
942,106933.3305
1618,341538.8057
1569,227782.9856
979,462344.9531
1028,86479.78125
991,150390.4258
252,185316.9063
1426,870307.5422
3,590782.3691
1669,25697.83008
1918,184535.6797
1675,89583.6333
1177,24631.53906
1924,2538.919922
1277,145668.2253
1775,962877.3242
1769,15164.96997
1326,291144.6465
152,401143.7871
785,154688.4219
1283,466172.9297
1818,100481.6025
1377,198616.3594
885,146853.2158
1626,101011.1294
52,161436.6016
1134,42258.10156
544,29964.00977
295,205488.8038
444,891659.7979
985,149289.8789
1034,25583.5293
1526,259552.8242
1575,275801.2617
493,15766.32031
95,124718.377
1755,278509.6316
759,367909.0156
427,170169.5039
1423,64770.94922
404,559903.1768
189,520530.1094
72,14576.48999
1732,509751.3867
1400,165946.6238
1068,215520.3438
736,209707.4316
521,47750.57813
1137,10519.03027
1469,510980.3867
473,376831.2891
805,208952.1055
118,143722.6846
782,95042.26953
450,416441.2656
1114,132036.9492
1446,97806.77344
1586,219679.2402
928,236044.832
1592,623129.2891
258,181907.4375
335,320539.0742
264,436382.2188
922,264553.9063
281,513709.9988
951,1373811.612
945,22591.41992
1492,350939.665
1609,2163.850098
1045,285971.9785
381,69557.75
876,61497.5293
1540,79550.5
1709,30473.14063
1686,39343.16034
358,154933.0664
1022,33783.88965
235,12006.34961
1784,123095.5391
899,100962.2109
1014,210534.6655
1749,127621.7188
753,207295.8828
1097,176281.873
172,210666.3125
1168,168.5700073
527,702780.7959
1738,212692.1226
410,701138.8867
1701,378287.4375
1855,101144.7109
78,366156.5
859,184962.7656
66,99091.37744
1062,171193
375,229313.9774
719,309476.4756
968,36670.80859
1214,16151.91992
1546,231530.2031
1300,16879.52979
1987,181799.2129
364,56225.53125
573,122719.043
1360,146426.7227
905,306481.0234
327,897668.0762
1692,175318.8508
1655,94191.63086
659,2299.620117
32,169749.4531
229,20760.16992
513,258540.3438
1841,79693.72687
1260,111823.2285
1005,370129.1172
667,74627.10938
916,430657.8683
1254,230682.9248
1947,204045.0625
1160,389860.4926
1603,26698.01953
1154,126744.6992
275,38810.18945
613,167147.1348
619,298234.6836
1646,128968.207
1941,373433.8828
318,5376.17984
467,563353.582
1795,1107717.911
1208,69027.65625
959,48996.28125
962,572337.168
713,131661.7344
1552,34017.25
813,140630.9131
272,217615.9512
1108,772560.8324
1895,281898.2588
1649,235316.4512
1354,427779.8594
321,14869.37988
26,61407.96875
510,400901.4063
178,35276.21875
12,60202.99023
1672,238076.6563
1174,280339.248
1008,72057.9624
1031,145770.4531
367,142067.4851
533,200468.8105
35,34681.5
1529,38539.5
390,257748.7754
796,106204.6797
461,98683.46973
1386,456656.7715
1792,450157.0781
129,195847.6875
1460,65768.99219
1409,48106.45996
1741,1165594.807
819,166484.0947
1815,148982.237
868,175339.4346
1200,74925.54102
770,19231.44922
155,14019.28027
106,379505.9282
1151,115681.1016
584,719591.4873
86,175810.4609
1343,794314.418
1509,449902.5391
845,92257.8125
1337,283996.6689
1978,292901.4688
1486,1091.5
1437,40759.64844
627,473778.166
1294,162457.0879
1958,150989.9385
1217,666039.5469
135,420939.2969
1884,77882.67969
553,164724.0625
776,221613.1765
1907,253500.8586
653,147132.0781
63,469397.1179
604,179811.5625
702,439709.5078
1194,320910.3281
1317,560822.875
112,351202.8711
1858,25742.38867
1915,115865.0347
255,104231.74
1417,393842.502
504,642680.8728
1678,259509.416
931,54927.41016
1429,99642.29688
1666,30702.51953
1180,211642.375
6,270607.375
398,386447.3181
1523,23376.92944
1074,184168.5859
896,186428.1865
1572,178678.6875
1715,198007.5469
304,139124.8584
292,283005.8516
633,13225
1964,105316.2813
1629,282603.5469
43,114595.1406
647,294409.2949
241,12017.62012
696,369689.3477
1237,181691.7344
1274,124653.5078
1323,14148.44043
98,178898.1963
347,152045.4102
596,295686.4785
839,199663.7656
833,144666.4375
490,450871.1575
447,155467.1899
988,274782.7656
982,108677.6191
1480,168950.4844
441,67016.65625
1131,772679.5088
1380,358370.7271
49,375135.043
1721,51527.50928
639,59844.04883
298,55671.94922
1970,237409.8438
1280,581891.2422
1231,394600.4414
198,77352.33984
1821,26685.7998
739,561414.7266
1772,49405.48047
690,41995.64844
149,92608.14355
1779,212612.7539
190,212922.4043
1850,434748.4805
522,6205.640137
854,61156.89844
1209,609784.4766
1541,241356.4625
1092,768253.1406
213,208435.1025
877,175827.3125
1873,65343.88867
1424,135775.0889
545,590606.6875
144,448663.6969
1140,305873.5342
808,361657.1133
499,367445.8983
1495,1317.880005
831,229124.4531
167,109114.3125
353,102977.2402
1687,553028.7454
1017,136311.7641
1023,137415.207
946,48642.27148
1681,277937.3926
1610,71068.31982
1664,376668.5957
453,251736.7881
330,170442.2888
336,342304.1719
994,215782.375
1733,223547.2051
1069,303233.4336
900,53806.37939
405,212272.4375
236,71317.62109
1564,520239.7184
307,23089.21094
923,132378.381
382,706018.3928
1046,2088.899902
528,39302.71094
516,756786.0168
860,647562.9531
267,11555.07031
1441,249591.5078
113,153953.0625
1109,53673.23901
1856,138290.4219
184,111702.6016
422,164185.7168
754,3702.76001
1750,168783.7441
1203,133957.9219
1547,38171.63965
871,180764.5391
67,174954.5413
1558,293784.5859
1395,360321.6938
1902,33698.74072
1641,92511.30127
1890,52968.5293
1309,432129.6113
230,201400.9609
1063,1094.5
313,90076.79004
1249,123315.2688
622,71980.11719
1704,44964.15955
708,362523.3164
917,67741.78906
954,25142.71094
276,608990.3633
1942,221361.3701
768,224685.6172
21,259669.8125
1604,683341.5392
1349,94756.28027
27,137227.1719
1355,126230.6016
1006,199927.3063
1455,15068.26953
963,443909.2734
1996,197443.8301
127,202154.3906
668,178714.6133
121,189866.0156
1650,196361.1661
1401,434645.004
319,1029474.304
814,107733.6484
1647,1354.579956
1896,112935.1992
322,182417.9219
1057,284509.3906
1796,54581.64063
1501,429377.3613
1255,423263.0503
1009,719194.7148
468,416101.4189
370,60372.50977
960,56117.07813
714,353145.4609
1767,204762.7933
107,360549.2969
1103,192675.0781
1269,62635.20898
273,230672.6797
250,568130.9531
1910,401818.3762
1412,290900.0986
748,308636.9175
914,607583.8906
1246,60344.55078
1744,534085.4934
1481,735396.54
58,151166.6563
156,273485.1641
1816,22246.75977
891,468066.6953
1152,211185.9844
485,67609.09082
1175,6688.660156
130,454421.4716
536,263229.0938
81,83015.30072
1126,254046.1221
413,169197.3057
462,129960.6328
1077,190891.75
436,436506.2344
1438,273681.0625
1195,18583.05078
697,223094.9063
1859,252125.5391
1936,60940.30127
1361,67266.75781
1295,54929.92126
1289,428999.7109
1787,348008.0552
1836,189430.25
1338,458076.3066
797,172895.0469
1461,393343.875
1318,795901.7957
728,241348.875
654,583887.7266
1146,415914.3594
1810,286929.502
64,580005.8867
1487,36953.59912
579,79832.52832
38,164160.0898
505,310106.021
1169,218203.7261
101,226432.4722
599,306398.4219
777,6493.669922
1026,351699.7913
1275,432033.5286
350,453513.4375
1524,128477.8203
1418,4823.399902
207,391764.7124
1879,572026.9375
883,250313.3828
1916,381094.2837
1381,1530.849976
1369,1808.650024
1973,205535.127
1226,256719.9063
648,12974.82031
399,529556.918
977,295588.7429
1238,36014.89844
1630,169068.2119
44,151088.9922
7,96354.46094
585,309941.7566
634,181702.7949
1581,411571.1875
1040,66570.81836
940,220764.2617
691,57791.53906
193,44744.76855
1432,137421.1934
442,278210.1509
840,404893.1445
1965,196529.4531
342,514280.7773
299,95207.3606
834,2678.590088
293,154737.9531
1232,92452.25195
1475,360946.546
642,302197.1079
393,357714.6406
983,33285.01172
150,3701.169922
1083,483489.6484
591,375407.5156
1132,224454.3984
1624,485062.2344
1,118771.8281
1945,743049.6563
1020,186522.707
1684,326984.9268
356,507964.1055
24,377895.1719
1352,118880.6016
688,430354.0313
1922,21886.98047
1590,838219.5991
47,198202.8545
1707,372356.2969
1258,271866.6152
1375,20204.42969
1043,16934.06055
711,198522.5498
926,4028.73999
571,147153.4387
903,208388.4648
1567,553924.2546
141,75804.94061
1899,242893.105
1235,128448.8003
70,1505.699951
402,166318.8711
1066,204469.2075
1398,73632.7771
734,37438.78906
239,1064.909973
1730,418884.8594
93,311815.0508
216,9066.139648
1212,245002.3516
1089,93010.90625
1753,536449.5369
548,285511.4922
757,71335.24179
1876,222047.3438
880,166652.9688
1515,477670.1367
1444,800724.5093
1189,299320.2656
851,761289.8496
1853,63999.74902
187,633242.4478
780,218457.25
525,46660.17188
1467,366590.3065
287,234705.4297
502,181327.1211
828,333495.7729
164,437400.6094
1166,209525.3906
1830,296757.3906
479,381936.2068
1561,423433.2617
1143,249068.6719
1736,98153.59375
974,20472.34961
233,303172.3281
897,63174.75
1807,253466.8906
210,385103.8398
1538,131983.417
333,630381.4355
1661,675734.3789
456,96552.85156
1120,507196.373
874,2485.719971
997,121469.7871
1358,283747.8359
1607,4348.149902
1690,17912.69922
18,129242.3965
611,54558.80859
362,136792.1211
30,213608.3301
1939,312656.4277
279,33300.39063
765,9253.290039
920,676823.2266
1252,494751.7527
717,223094.7109
705,63255.65039
1049,99743.37891
1985,66747.60156
1644,525020.365
316,197846.9609
1653,273787.0156
1312,132399.3115
671,215526.6953
1298,6547.970215
1999,445223.2422
1003,9847.530273
966,409449.5469
863,186354.6563
1598,447516.625
270,196726.6328
1112,174909.5488
519,506057.1094
857,182109.5925
1106,22214.20935
1847,52322.69922
1498,192862.4219
1793,21361.3808
170,360461.4453
957,4443.970215
465,28303.84961
1893,539573.2656
1306,609925.9375
565,155214.957
224,34669.27051
1060,228120.5371
811,91828.04688
1206,747527.8125
1550,242985.5859
1452,532458.6484
665,6065.740234
911,649387.0039
1747,289459.2344
419,290531.6484
124,52449.92188
1993,279498.7539
1862,179165.1035
1933,144011.8787
1601,433646.3125
1435,74619.60938
439,6108.680176
937,6189.939941
84,267038.8086
1578,471258.1406
582,1200.390015
1080,69731.20313
227,104072.6533
1149,631388.2383
559,29539.82031
153,454043.4961
817,537530.5625
1223,358689.2188
1484,106783.7625
488,16128.92969
794,293295.5469
1458,66075.33112
204,188711.2407
1839,40855.47119
1507,199910.0625
1790,232593.4055
774,394700.7969
602,137491.875
1266,123341.7266
1272,110401.5469
608,207172.7969
133,193252.9016
459,116170.8477
625,9746.200195
674,57524.58984
1123,14933.59961
1172,462947.9941
631,251901.5156
508,91235.4295
10,84956.28906
1315,14028.32031
1392,422723.5591
482,216162.4844
725,1131.300049
61,175648.1421
651,17326.08008
1982,53045.14844
800,360599.5293
1956,337796.8477
1292,37233.26172
1415,37673.78906
1341,60025.2002
1464,204292.6504
196,810567.5332
943,157136.0106
694,748668.4297
433,67500.87061
682,211291.5469
1584,858.9699707
1086,102046.5128
588,40368.44922
1037,17563.52917
1535,74614.58789
551,360316.5625
1713,29238.76953
539,58160.57813
41,238846.0938
1976,85999.84375
1321,176208.0996
1570,24107.46094
1727,117078.4531
645,85573.75
731,118300.3594
980,27347.06055
1286,151875.5596
290,228516.5959
1913,349645.7891
339,245437.7695
253,266913.9631
1335,204031.9844
1278,178879.7871
1521,50895.14941
1029,275934.7832
104,159446.3984
1770,24233.74023
1527,67347.17188
1627,399997.0518
1621,37411.70068
1129,7640.810059
1670,129605.3701
4,52938.12891
1229,718606.9102
986,329738.2734
396,45019.51172
1478,34492.42188
147,272635.0117
788,10276.13965
1378,652382.3281
1870,704685.6238
247,264963.2529
1919,427593.4358
1329,133118.7279
837,88714.92969
1044,441713.9844
783,759389.5938
451,158819.7656
1115,184380.1563
1447,129648.5313
1708,157304.4023
1376,55270.96094
1399,784039.1602
1731,125707.3408
96,690223.7266
760,178759.5469
428,32651.69922
1161,511944.5947
497,230529.9063
1825,19440.73047
1493,32019.42969
165,42237.79102
829,44366.41016
142,25973.18018
806,891206.6875
1470,493364.1504
1138,117444.1898
1539,209605.5586
1616,356551.04
952,164455.9492
875,177583.125
282,67246.72046
188,132098.3125
1854,206124.8896
969,112538.7617
1516,7166.180176
1639,121570.5723
311,196140.3438
975,87975.95276
305,240860.625
852,82032.78906
1190,40211.80859
1662,450355.5234
1831,140490.9468
1585,383886.01
1167,89304.12695
334,1385.119995
1562,219006.0186
1144,136495.6382
898,99521.49219
480,50155.01172
1808,210870.9063
1685,29246.59961
234,60463.26172
457,9145.199829
1453,222837.1341
125,166698.5195
374,165581.2632
706,42556.94922
1785,63291.71875
1098,105078.999
1061,213047.875
766,12155.62012
65,92561.00977
1393,124843.2813
219,11810.26953
1739,22466.11035
1407,36665.62891
328,12590.00977
660,107334.8597
411,458281.4868
2000,302275.5938
906,4582.859863
1004,8080.259766
574,12967.27002
1988,270752.0625
1656,3686.52002
265,334430.916
1347,3411.600098
720,303533.25
1261,166707.3311
1052,189975.5313
1015,248829.0176
19,58587.91016
1201,152878.5078
1794,631923.8984
620,504931.0469
1207,137032.5625
1545,40405.48047
958,45010.21875
614,127609.5469
365,27109.30078
858,811313.1797
514,100948.8281
317,434395.0313
1848,15472.3103
520,296265.9219
1301,467110.7813
1307,48788.12891
1645,398322.7266
171,1300860.077
912,484481.4983
1499,239567.1836
1253,1149348.636
1748,136691.3594
73,196227.4231
1994,107187.6016
666,31794.32031
1155,66238.86719
271,185513.6172
25,642820.3164
1353,414846.8047
1107,426940.043
1599,25160.98047
566,8029.049805
1530,1043237.738
795,565599.9453
1957,148496.25
1459,27804.15039
368,159145.1719
961,28327.70068
1032,253871.915
36,87742.21094
1293,171340.6094
1791,6799.609863
938,22702.96094
1934,302896.2031
1436,182250.1338
889,972096.457
391,253552.9219
1885,330761.2031
1387,55532.88867
1553,89260.00781
583,231249.5059
1742,92285.40625
1410,10250.71973
746,23353.32031
1101,76825.62891
511,434859.6615
1814,347843.9375
179,37474.33984
105,255142.2031
1765,67181.35742
1224,117199.3555
560,78158.78125
769,219463.2969
703,286730.957
460,141185.5781
205,136903.2749
1367,242677.9063
626,287241.2344
1124,57925.60938
1510,155595.2393
846,70799.05957
1977,588866.7578
1344,184446.79
